Down;Data wydania wyroku;sygnatura akt;Nazwa i siedziba sˆdu, kt—ry wyda¸ wyrok;Oznaczenie stron oraz informacja o udziale w post«powaniu prokuratora lub organizacji spo¸ecznej - POWîD;Oznaczenie stron oraz informacja o udziale w post«powaniu prokuratora lub organizacji spo¸ecznej - POZWANI;Postanowienie wzorca umowy uznane za niedozwolone;Data dokonania wpisu;Uwagi (wszelkie wpisy dodatkowe);Branıa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3945;07 mar 12;Sygn. Akt XVII AmC 5339/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Og—lnopolskie Stowarzyszenie na rzecz ochrony praw konsument—w z siedzibˆ w Warszawie;Pozwany: Mobile Dialogue Sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ z siedzibˆ w Warszawie;"""Dostawca nie ponosi odpowiedzialnoæci za przerwy w æwiadczeniu Serwis—w zaistnia¸e z przyczyn technicznych (np. konserwacja, przeglˆd, wymiana sprz«tu)""";9 lis 12;Wyrok Sˆdu Ochrony Konkurencji i Konsument—w z dnia 25 lipca 2012 r. utrzymujˆcy w ca¸oæci wyrok zaoczny Sˆdu Ochrony Konkurencji i Konsument—w z dnia 7 marca 2012 r. (sygn. akt XVII AmC 5339/11);USüUGI TELEKOMUNIKACYJNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3946;07 mar 12;Sygn. Akt XVII AmC 5340/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Og—lnopolskie Stowarzyszenie na rzecz ochrony praw konsument—w z siedzibˆ w Warszawie;Pozwany: Mobile Dialogue Sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ z siedzibˆ w Warszawie;"""Ca¸kowita odpowiedzialnoæ Dostawcy wobec uıytkownika (dochodzona na podstawie jakiegokolwiek tytu¸u prawnego) ograniczona jest do wysokoæci op¸at faktycznie uiszczonych przez uıytkownika w zwiˆzku ze skorzystaniem z Serwisu""";9 lis 12;Wyrok Sˆdu Ochrony Konkurencji i Konsument—w z dnia 25 lipca 2012 r. utrzymujˆcy w ca¸oæci wyrok zaoczny Sˆdu Ochrony Konkurencji i Konsument—w z dnia 7 marca 2012 r. (sygn. akt XVII AmC 5340/11);USüUGI TELEKOMUNIKACYJNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3947;07 mar 12;Sygn. Akt XVII AmC 5341/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Og—lnopolskie Stowarzyszenie na rzecz ochrony praw konsument—w z siedzibˆ w Warszawie;Pozwany: Mobile Dialogue Sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ z siedzibˆ w Warszawie;"""Dostawca zastrzega sobie prawo w dowolnym czasie do zmiany niniejszego Regulaminu lub innych zasad i warunk—w æwiadczenia us¸ug i funkcjonowania Serwis—w. Informacja o zmianach b«dzie umieszczona na stronie internetowej Serwisu""";9 lis 12;Wyrok Sˆdu Ochrony Konkurencji i Konsument—w z dnia 25 lipca 2012 r. utrzymujˆcy w ca¸oæci wyrok zaoczny Sˆdu Ochrony Konkurencji i Konsument—w z dnia 7 marca 2012 r. (sygn. akt XVII AmC 5341/11);USüUGI TELEKOMUNIKACYJNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3948;22 lut 12;Sygn. Akt XVII AmC 3526/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Zmiany w Taryfie prowizji i op¸at za czynnoæci bankowe oraz za inne czynnoæci obowiˆzujˆce w Sp—¸dzielczym Banku Ludowym w Elblˆgu nie stanowiˆ zmiany warunk—w umowy""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3949;22 lut 12;Sygn. Akt XVII AmC 3527/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Odpowiedzialnoæ odszkodowacza Banku za op—nienie realizacji zlecenia p¸atniczego p¸atna jest, na pisemny wniosek Posiadacza rachunku, w wysokoæci odsetek ustawowych naliczonych od kwoty zlecenia p¸atniczego za kaıdy dzieÄ op—nienia""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3950;22 lut 12;Sygn. Akt XVII AmC 3529/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Z chwilˆ wydania przez Bank dokumentu potwierdzajˆcego dokonanie transakcji, transakcja nie moıe by odwo¸ana""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3951;22 lut 12;Sygn. Akt XVII AmC 3530/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Rozwiˆzanie umowy rachunku bankowego za uprzednim 30 dniowym okresem wypowiedzenia, moıe by dokonane przez (É) Bank z waınych przyczyn, a w szczeg—lnoæci (É)""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3952;22 lut 12;Sygn. Akt XVII AmC 3531/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Zamkni«cie rachunku wskutek decyzji Banku prowadzˆcego rachunek moıe nastˆpi, gdy (É) zaistniejˆ inne uzasadnione powody""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3953;22 lut 12;Sygn. Akt XVII AmC 3532/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Pismo, o kt—rym mowa w ust 3 wys¸ane na ostatnio wskazany przez Posiadacza adres jednorazowo awizowane przez Poczt« uznaje si« za dor«czone""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3954;22 lut 12;Sygn. Akt XVII AmC 3533/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Sp—¸dzielczy Bank Ludowy w Elblˆgu nie ponosi odpowiedzialnoæci za zrealizowanie dyspozycji przekazanej za pomocˆ Systemu Internet Banking przez osoby nieuprawnione""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3955;22 lut 12;Sygn. Akt XVII AmC 3534/10;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""O zmianie op¸at i prowizji Bank powiadamia w spos—b zwyczajowo przyj«ty""";9 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3956;30 kwi 12;Sygn. Akt XVII AmC 1735/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Wszystkie sprawy sporne strony b«dˆ si« stara¸y rozwiˆza na drodze polubownej, a w razie gdy porozumienie takie by¸oby niemoıliwe, sp—r rozstrzyga b«dzie sˆd w¸aæciwy rzeczowo dla siedziby Sprzedawcy""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3957;30 kwi 12;Sygn. Akt XVII AmC 1738/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Zgodnie z Ustawˆ z 2 marca 2000 roku ""O ochronie niekt—rych praw konsument—w oraz o odpowiedzialnoæci za szkod« wyrzˆdzonˆ przez produkt niebezpieczny"" kupujˆcy moıe zrezygnowa z zakupionego produktu bez podania przyczyny w ciˆgu 10 dni od daty odebrania przesy¸ki, pod warunkiem, ıe produkt nie by¸ w ıaden spos—b eksploatowany, jest w oryginalnym opakowaniu oraz nie nosi ælad—w uıytkowania""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3958;30 kwi 12;Sygn. Akt XVII AmC 1739/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Jeæli reklamacja okaıe si« nieuzasadniona (np. sprz«t jest sprawny) moıe zosta pobrana op¸ata za diagnostyk« i ekspertyz« wg koszt—w rzeczywistych""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3959;30 kwi 12;Sygn. Akt XVII AmC 1740/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""W tym wypadku Nabywca powinien zwr—ci koszty finansowe transakcji, koszty transportu i koszty magazynowania towaru""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3960;30 kwi 12;Sygn. Akt XVII AmC 1741/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Wymiana produktu na nowy moıliwa jest tylko na podstawie spisanego protoko¸u""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3961;30 kwi 12;Sygn. Akt XVII AmC 1742/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Firma AC/AudioComponents nie ponosi odpowiedzialnoæci za niewype¸nienie zobowiˆzaÄ umowy w przypadku (É) zak¸—ceÄ w regularnych dostawach, og—lnego lub cz«æciowego strajku, szczeg—lnie w us¸ugach pocztowych/kurierskich i przewozowych (É).""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3962;30 kwi 12;Sygn. Akt XVII AmC 1743/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""W wypadku zagubienia przesy¸ki lub innego przypadku losowego prowadzone b«dzie dochodzenie poprzez firm« przewozowˆ. W tym czasie nie jest moıliwy ıaden zwrot koszt—w czy towaru""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3963;30 kwi 12;Sygn. Akt XVII AmC 1744/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Chwilˆ wydania towaru jest (É) w przypadku jego wysy¸ki powierzenie go przewonikowi (art. 544 ¤ 1 Kodeksu Cywilnego)""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3964;30 kwi 12;Sygn. Akt XVII AmC 1745/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Mimo wszelkich staraÄ Sprzedawca nie gwarantuje, ıe publikowane dane techniczne nie zawierajˆ uchybieÄ lub b¸«d—w, kt—re nie mogˆ jednak by podstawˆ do roszczeÄ""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3965;30 kwi 12;Sygn. Akt XVII AmC 1746/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Zastrzegamy sobie moıliwoæ wystˆpienia b¸«d—w w opisie produkt—w""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3966;30 kwi 12;Sygn. Akt XVII AmC 1747/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Warunkiem rozpatrzenia ewentualnej reklamacji jest spisanie w obecnoæci pracownika firmy spedycyjnej/przewozowej protoko¸u szkody""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3967;30 kwi 12;Sygn. Akt XVII AmC 1748/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";"Pozwany: Dorota Kirczuk ""AUDIO COMPONENTS AC"" w Szczecinie";"""Sklep nie bierze odpowiedzialnoæci za konsekwencje spowodowane op—nieniem dostawy lub zagubieniem paczki przez firm« przewozowˆ""";9 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3968;04 lip 12;Sygn. Akt VI ACa 204/12 ;Sˆd Apelacyjny w Warszawie - VI Wydzia¸ Cywilny;Pow—d: Stowarzyszenie Obrony Podstawowych Praw Konsument—w StOPPKa z siedzibˆ w Bydgoszczy;Pozwany: Przemys¸aw Ruczewski;"""Aby skorzysta z uprawnieÄ reklamacyjnych naleıy skontaktowa si« z dzia¸em serwisu sklepu Olimp pod adresem mailowym serwis@olimp.sklep.pl lub pod numerem telefonu podanym na stronie internetowej. Na podstawie numeru zam—wienia zostanie nadany numer RMA przesy¸ki serwisowej, kt—ry naleıy zapisa na opakowaniu przesy¸ki w widocznym miejscu razem z napisem REKLAMACJA, przesy¸ki bez numeru RMA nie b«dˆ odbierane""";9 lis 12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w wyrokiem z dnia 26 padziernika 2011 r. (sygn. akt XVII AmC 81/11) oddali¸ pow—dztwo o uznanie postanowieÄ wzorca umowy za niedozwolone;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3969;13 sie 12;Sygn. Akt XVII AmC 5293/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Prezes Urz«du Ochrony Konkurencji i Konsument—w;Pozwany: Polbank EFG Sp—¸ka Akcyjna z siedzibˆ w Warszawie;"""W przypadku wyp¸at walut obcych w plac—wkach Banku, Bank (É) b) zastrzega sobie prawo do dokonania wyp¸aty w dost«pnych nomina¸ach waluty obcej oraz wyp¸aty pozosta¸ej kwoty w PLN po dokonaniu przewalutowania, zgodnie z kursem kupna obowiˆzujˆcym w Banku w momencie dokonywania wyp¸aty.""";15 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3970;24 sie 12;Sygn. Akt XVII AmC 3739/11;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Gospodarczy Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Prezes Urz«du Ochrony Konkurencji i Konsument—w;"Pozwany: Sp—¸ka Mieszkaniowa ""Salwator"" sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ z siedzibˆ w Krakowie";"""Strony oæwiadczajˆ, ıe niniejsza Umowa zostaje automatycznie przed¸uıona na okres kolejnych 3 miesi«cy w przypadku przesuni«cia przez Realizatora terminu Rozpocz«cia Inwestycji, przy czym warunkiem przed¸uıenia okresu obowiˆzywania niniejszej Umowy jest zawiadomienie Klienta w formie pisemnej przed up¸ywem terminu, o kt—rym mowa w ust. 1 o przesuni«ciu terminu Rozpocz«cia Inwestycji oraz wskazanie nowego planowanego terminu Rozpocz«cia Inwestycji.""";15 lis 12;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3971;24 sie 12;Sygn. Akt XVII AmC 3739/11;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Gospodarczy Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Prezes Urz«du Ochrony Konkurencji i Konsument—w;"Pozwany: Sp—¸ka Mieszkaniowa ""Salwator"" sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ z siedzibˆ w Krakowie";"""W przypadku nie zawarcia Przedwst«pnej Umowy Sprzedaıy w okresie obowiˆzywania niniejszej Umowy i zwrotu Op¸aty Rezerwacyjnej przez Realizatora, strony nie b«dˆ roæci¸y wzgl«dem siebie jakichkolwiek roszczeÄ w spos—b poæredni lub bezpoæredni zwiˆzanych z niniejszˆ Umowˆ, niezaleınie od przyczyn niezawarcia Przedwst«pnej Umowy Sprzedaıy""";15 lis 12;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3972;02 sie 11;Sygn. Akt XVII AmC 1285/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Jaros¸aw Knie;Pozwany: Kamila Czapracka - P.H.U K&M Kamila Czapracka w Gorzowie Wielkopolskim;"""Sˆdem w¸aæciwym dla rozpatrywania spor—w wynikajˆcych z umowy sprzedaıy jest sˆd w¸aæciwy dla siedziby pozwanego""";15 lis 12;;SPRZEDAû KONSUMENCKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3973;31 lip 12;Sygn. Akt XVII AmC 272/11;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Gospodarczy Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Jaros¸aw Knie;Pozwany: Omnibus Trading sp—¸ka z ograniczonˆ odpowiedzialnoæciˆ w Poznaniu;"""Ksi«garnia Internetowa zastrzega sobie prawo do zmian niniejszego Regulaminu. Wszelkie zmiany Regulaminu obowiˆzujˆ od daty opublikowania ich na stronie http://eomnibus.pl""";15 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3974;24 sie 12;Sygn. Akt XVII AmC 322/12;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Gospodarczy Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Micha¸ Babicz;Pozwany: Rainbow Tours sp—¸ka akcyjna z siedzibˆ w üodzi;"""Podane dane osobowe b«dˆ przetwarzane w celu: realizacji zawartej z Rainbow Tours S.A. umowy oraz marketingu us¸ug æwiadczonych przez Rainbow Tours S.A.""";15 lis 12;;TURYSTYKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3975;30 sie 12;Sygn. Akt XVII AmC 4882/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Fundacja Granma w Wolsztynie;Pozwany: Joanna Wiæniewska  - MW INVEST z siedzibˆ w Zabrzu;"""Towar nieodebrany w ciˆgu 14 dni od poinformowania Klienta o jego odbiorze, przechodzi do depozytu. Za depozyt pobierana jest op¸ata roczna w wysokoæci 5% wartoæci towaru""";15 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3976;26 lip 12;Sygn. Akt XVII AmC 4885/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Fundacja Granma z siedzibˆ w Wolsztynie;Pozwany: Joanna Wiæniewska  - MW INVEST z siedzibˆ w Zabrzu;"""Reklamacje rozpatrywane sˆ w ciˆgu 14 dni roboczych od ich z¸oıenia i w tym czasie Zamawiajˆcy zostanie poinformowany o dalszym post«powaniu reklamacyjnym""";15 lis 12;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3977;02 sie 12;Sygn. Akt XVII AmC 5237/11;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  w Poznaniu";Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Wysy¸anie zawiadomienia o ıˆdaniu zap¸aty (roszczenia) w ramach gwarancji - 50,0 z¸.""";15 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3978;19 lip 12;Sygn. Akt XVII AmC 5242/11;Sˆd Okr«gowy w Warszawie - XVII Wydzia¸ Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus""  ";Pozwany: Sp—¸dzielczy Bank Ludowy w Elblˆgu;"""Za dokonanie blokady wk¸ad—w na r-ku lokaty terminowej  lub na r-ku oszcz«dnoæciowo - rozliczeniowym z tytu¸u zabezpieczenia kredytu udzielonego przez inny bank - 20,0 z¸.""";15 lis 12;;USüUGI BANKOWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
